skillID,desc,pdesc,h,ph,hch
1121000,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.",,"MP #mpCon 소비, #time초 동안 AP를 직접 투자한 모든 능력치 #x% 증가",,
1121011,"정신을 집중하여 상태 이상으로부터 벗어난다. 사용 후 3초 동안 상태 이상 면역. 단, 일부 상태 이상 효과에는 적용되지 않고 컴뱃 오더스가 적용되지 않는다.",,"MP #mpCon 소비, 재사용 대기시간 #cooltime초",,
1120003,"콤보 카운터 개 당 최종 데미지와 최대 콤보 카운터 수가 증가하고 일정 확률로 콤보 카운터가 2개씩 충전된다. 추가로 숙련도가 증가한다.\n필요 스킬 : #c웨폰 마스터리 10레벨 이상, 콤보 시너지 20레벨 이상#",,"콤보 카운터 개 당 최종 데미지 증가량 #v%로 증가, 최대 콤보 카운터 #x개, #prop% 확률로 콤보 카운터 2개씩 충전, 무기 숙련도 증가량 #mastery%로 증가",,
1120012,공격 시 몬스터의 물리 방어율을 일정 수준 무시한다.,,몬스터의 물리 방어율 #ignoreMobpdpR% 무시,,
1120014,영구히 적의 공격에도 뒤로 물러서지 않는 상태가 된다.,,스탠스 확률 #stanceProp% 증가.,,
1120013,영구적으로 공격력이 증가하며 파이널 어택의 발동확률과 데미지가 대폭 증가한다.\n필요 스킬 : #c파이널 어택 20레벨 이상#,,영구적으로 공격력 #padX 증가\n#c[파이널 어택류 스킬]# 공격 시 #prop% 확률로 #damage% 데미지의 파이널 어택 #attackCount회 발동,,
1120043,콤보 카운터의 1개 당 최종 데미지를 증가시킨다.,,콤보 카운터 1개 당 최종 데미지 #damR% 증가,,
1120044,콤보 카운터가 한 번에 2개 충전될 확률을 증가시킨다.,,콤보 카운터 한 번에 2개 충전될 확률 #prop% 증가,,
1120045,콤보 개수 당 보스 몬스터 공격 시 데미지를 증가시킨다.,,콤보 개수 당 보스 몬스터 공격 시 데미지 #w% 증가,,
1120046,어드밴스드 파이널 어택의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
1120047,어드밴스드 파이널 어택으로 오르는 공격력을 증가시킨다.,,공격력 #padX 증가,,
1120048,어드밴스드 파이널 어택의 발동 확률을 증가시킨다.,,발동 확률 #prop% 증가,,
1120049,레이징 블로우의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
1120050,레이징 블로우의 최대 공격 가능한 몬스터 수를 증가시킨다. ,,최대 공격 가능한 몬스터 수 #targetPlus 증가,,
1120051,레이징 블로우의 공격 횟수를 증가시킨다.,,공격 횟수 #attackCount 증가,,
1121052,고대 전사의 분노를 구현하여 전방의 적을 초토화시킨다.,,"MP #mpCon 소비, #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격\n재사용 대기시간 #cooltime초",,
1121053,"메이플 월드 곳곳을 누빈 전설의 모험가들만이 사용할 수 있는 버프로, 데미지를 증가시킨다.",,"MP #mpCon 소비, #time초 동안 데미지 #indieDamR% 증가\n파티원 중 모험가 직업군에만 효과\n재사용 대기시간 #cooltime초",,
1121054,"고대 전사들의 의지가 깃들어 강력한 힘을 발휘한다. 히어로가 #c검술# 스킬 사용 시 일정 시간마다 공격이 발생한 위치에 검격이 잔상처럼 남아 적을 추가 공격한다. 검격은 최대 HP가 가장 높은 보스 몬스터에게 우선적으로 생성된다. 공용 스킬, 5차 스킬에 의해서는 검격이 발생하지 않는다.\n필요 스킬 : #c레이징 블로우 30레벨 이상#",,"MP #mpCon 소비, #time초 동안 적의 어떠한 공격에도 밀려나지 않고 콤보 최대치로 완충\n버프 지속 중 공격력 #indiePad, 크리티컬 확률 #indieCr%, 상태 이상 내성 #x, 모든 속성 내성 #y% 증가\n일정 시간마다 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하는 검격 #w개씩 발생, 검격은 최대 #u2회까지 발생하며 검격이 모두 발생하면 더 이상 발생하지 않음\n재사용 대기시간 #cooltime초",,
1121055,고대 전사들의 의지가 깃들어 강력한 힘을 발휘한다.,,,,
1141000,#c[검술]# 전방의 적 다수를 순식간에 여러 번 베어낸다. 마지막 공격은 반드시 크리티컬로 적용된다. 콤보가 완충되면 스킬이 강화된다.\n필요 스킬 : #c레이징 블로우 30레벨 이상#,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하고 마지막 공격은 크리티컬 판정, 소드 오브 버닝 소울 일반 상태의 공격 범위 증가\n#c강화 레이징 블로우# : #x%의 데미지로 #y번 공격, 마지막 두 번의 공격은 크리티컬 판정, 콤보 인스팅트와 소드 오브 버닝 소울 일반 상태의 공격 범위 증가",,
1141001,,,,,
1141500,"#c[검술]# 검과 영혼이 하나가 되어 모든 것을 벤다.\n\n#c10레벨 : 몬스터 방어율 무시 20% 증가\n20레벨 : 보스 몬스터 공격 시 데미지 20% 증가\n30레벨 : 몬스터 방어율 무시 30% 증가, 보스 몬스터 공격 시 데미지 30% 증가#",,"MP #mpCon 소비, 시전 동작 중 무적\n최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하는 참격이 #u회 발생\n재사용 대기시간 #cooltime초",,
1201015,#c[홀리 포스]#\n신성한 망치를 크게 휘둘러 주변의 적을 공격하고 기절시킨다.,,"MP #mpCon 소비. 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격, #x% 확률로 #y초 동안 기절",,
1200014,홀리 포스 스킬 사용 시 신성한 빛의 힘을 충전하여 자신을 강화할 수 있다.,,"#c홀리 포스# 스킬 사용 시 #time초 동안 홀리 차지 1개 충전, 최대 #z개 충전 가능\n충전한 홀리 차지 1개당 데미지 및 물약을 제외한 치유량 #x%, 공격력 #y, 상태 이상 내성 #u 증가, 최대 HP의 일정 비율로 피해를 입히는 공격을 포함한 피격 데미지 #w% 감소",,
1201013,좌우의 적들을 성스러운 망치로 당겨 나를 향해 오게 하며 데미지를 입히며 느리게 만든다. 일부 몬스터는 저항하여 당겨지지 않는다.,,MP #mpCon 소비. 최대 #mobCount명의 적에게 #damage%의 데미지로 #attackCount번 데미지를 입히며 자신에게로 당긴 후 #y초 동안 이동속도 #x 및 #prop% 확률로 #time초 동안 기절,,
1200004,공격 속도와 힘이 증가한다.\n필요 스킬 : #c웨폰 마스터리 5레벨 이상#,,"공격 속도 2단계, 힘 #strX 증가",,
1200016,영구히 적의 공격에도 뒤로 물러서지 않는 상태가 된다.,,스탠스 확률 #stanceProp% 증가,,
1200000,검과 둔기 숙련도와 공격 속도를 증가시킨다. \n#c4차 스킬 '팔라딘 엑스퍼트'를 익히기 위해 10레벨 이상 필요#,,"검과 둔기 숙련도 #mastery%, 공격 속도 1단계 증가",,
1200002,"일정 확률로 직접 공격하는 공격 스킬이 사용된 후 추가 타격이 발동된다. 단, 반드시 검과 둔기를 들었을 경우에만 발동이 가능하다.\n필요 스킬 : #c웨폰 마스터리 3레벨 이상#",,#c[파이널 어택류 스킬]# #prop% 확률로 #damage% 데미지의 파이널 어택 #attackCount회 발동,,
1200009,신체 단련을 통해 영구적으로 힘과 민첩성을 증가시킨다.,,"영구적으로 힘 #strX, 민첩성 #dexX 증가",,
1211018,#c[홀리 포스]#\n순간적으로 신성한 망치를 소환하여 적들에게 내리찍어 데미지를 입히고 침묵시킨다.\n#c4차 스킬 '디바인 스티그마'를 익히기 위해 20레벨 이상 필요#,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격, #prop% 확률로 #time초 동안 침묵",,
1211010,자신의 HP를 즉시 회복시킨다. 스킬 레벨이 높아질수록 회복량이 증가한다. #c연속해서 사용하면 회복량은 점차 감소#한다.,자신의 HP를 즉시 회복시킨다. 스킬 레벨이 높아질수록 회복량이 증가한다. #c연속해서 사용하면 회복량은 점차 감소#한다.,"MP #mpCon 소비, 최대 HP의 #x% 즉시 회복, #c#time초 내 연속 사용 시 #y%씩 회복량 감소, 최소 회복량 10%#","MP #mpCon 소비, 최대 HP의 #x% 즉시 회복, #time초 내 #c연속 사용 시 #y%씩 회복량 감소#","MP #mpCon 소비, 최대 HP의 #x% 즉시 회복, #time초 내 #c연속 사용 시 #y%씩 회복량 감소#"
1211012,전방으로 거칠게 돌격하며 자신 앞에 있는 적 다수를 밀고 지나간다. 일부 몬스터는 저항하여 밀리지 않는다.,전방으로 거칠게 돌격하며 자신 앞에 있는 적 다수를 밀고 지나간다. 일정 시간 동안 대상을 감속상태로 만들 수 있다.,"MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격하며 이동","MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 공격하며 이동, #time초 동안 대상의 이동속도 #x\n재사용 대기시간 #cooltime초",
1211013,"신성한 기사의 긍지를 방출하여 일정 확률로 주변 다수의 적의 #c공격력, 방어율, 명중치#를 일정 시간 동안 감소시킨다.","다수의 적에게 위협을 가해 일정 확률로 일정 시간 동안 #c공격력, 방어율, 명중치를 감소#시킨다.","MP #mpCon 소비, #prop% 확률로 #time초 동안 최대 #mobCount명의 적의 #c공격력, 방어율 #w%, #subTime초 동안 명중치 #z%만큼 감소#","MP #mpCon 소비, #prop% 확률로 #time초 동안 #mobCount명의 적들의 #c공격력, 방어율 #x%, #subTime초 동안 명중치 -#z%#","MP #mpCon 소비, #prop% 확률로 #time초 동안 #mobCount명의 적들의 #c공격력, 방어율 #x%, #subTime초 동안 명중치 -#z%#"
1211014,주위 파티원들의 피격 시 데미지를 감소시키고 일정 확률로 가드할 수 있게 하며 자신의 #c공격력을 증가#시킨다.\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 #c온오프 스킬#,,"MP #mpCon 소비. 자신을 제외한 주위 파티원 피격 시 데미지 #y% 감소 및 가드 확률 #x% 증가, #c자신의 공격력 #indiePad 증가#",,
1211011,"일정 시간 동안 자신을 포함한 파티원 전원의 모든 스킬 레벨을 증가시켜준다. 각 직업군의 #c4차 스킬에 한해 마스터 레벨 이상으로 증가#시킬 수 있으며 그 외 스킬은 마스터 레벨까지만 올려줄 수 있다.\n예외적으로 일부 특별한 스킬과 초보자 스킬, 컴뱃 오더스, 하이퍼 스킬, 5차 스킬, 6차 스킬의 스킬 레벨은 올려줄 수 없다. \n필요 스킬 : #c리스토네이션 5레벨 이상#",,"MP #mpCon 소비, #time초 동안 모든 스킬 레벨 #x 증가",,
1210001,"방패 혹은 로자리오 착용 시 모든 속성 내성과 상태 이상 저항, 방어력, 공격력이 추가 증가한다. 방패를 착용하고 있을 경우, 확률적으로 적의 공격을 가드하고 기절시킨다.",,"방패 혹은 로자리오 착용 시 상태 이상 내성 #asrR, 모든 속성 내성 #terR%, 방어력 #x%, 공격력 #y 증가, #prop%의 확률로 가드, 가드 성공 시 #subProp%의 확률로 기절",,
1210015,영구적으로 신체를 강화하여 적에게 입는 피해를 감소시킨다.,,적에게 입는 데미지 #y% 감소,,
1210016,"피격 시 일정 확률로 개인 보호막이 생성되어 90초 동안 #c최대 10번의 피해를 방어하고 캐릭터의 공격력을 증가#시킨다. 한 번 발동되면 일정 시간 동안 재생성 되지 않고, 피해를 모두 방어한 후에도 공격력 증가 효과는 유지된다.\n#c발동 이펙트 잠금 : 마우스 우클릭#",,"피격 시 #prop% 확률로 개인 보호막 생성, #time초 동안 #c공격력이 #epad 증가하며 최대 #x번의 피해를 방어#\n단, 최대 HP의 일정 비율로 피해를 입히는 공격에 한해 피해 #y% 감소\n발동 시 #cooltime초 동안 보호막 재생성 불가",,
1221019,#c[홀리 포스]#\n더욱 강력한 신성한 망치를 소환할 수 있게 된다. 디바인 차지의 데미지와 범위가 한 층 강화되며 일정 시간마다 디바인 스티그마를 사용할 수 있게 된다. 디바인 스티그마 사용 시 공격한 자리에 빛의 성흔을 새기며 일정 시간 뒤 성흔이 폭발하며 넓은 범위의 적을 공격한다. 성흔 폭발은 일반 몬스터에게 추가 데미지를 입힌다. 홀리 유니티로 결속된 파티원이 사용하는 경우에는 성흔 폭발이 일어나지 않는다.\n필요 스킬 : #c디바인 차지 20레벨 이상#,,"#c디바인 스티그마# : MP #mpCon 소비, 재발동 대기시간 : #cooltime초, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하며 #prop% 확률로 #time초 동안 침묵, 공격한 자리에 일정 시간 뒤 폭발하는 빛의 성흔을 새김\n#c성흔 폭발# : 최대 #s2명의 적을 #u2%의 데미지로 #v2번 공격, 일반 몬스터 공격 시 #nbdR% 추가 데미지\n[패시브 효과 : 디바인 차지의 데미지 #w2%p 증가, 범위 강화]",,
1221020,,,,,
1221021,,,,,
1221009,#c[홀리 포스]#\n성스러운 빛의 기사와 하나가 되어 적들을 강력하게 공격한다.,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격",,
1220022,"블래스트에 신성한 낙인을 담아 공격할 수 있게 된다. 블래스트로 적을 공격하면 적에게 신성 낙인이 중첩되며, 일정 중첩 수에서 블래스트로 다시 공격 시 낙인이 폭발하며 추가 데미지를 입히며 몬스터의 방어율을 일정 수준 무시한다. 홀리 유니티로 결속된 파티원이 사용하는 블래스트는 낙인이 중첩되지 않는다.\n필요 스킬 : #c블래스트 5레벨 이상#",,"블래스트로 공격한 적에게 신성 낙인을 새김\n#c신성 낙인# : 최대 #time초 동안 유지, #x번까지 중첩 시 낙인이 폭발하며 #v명의 적을 #u%의 데미지로 #w번 공격, 몬스터 방어율 #ignoreMobpdpR% 추가 무시",,
1221023,,,,,
1221014,"일정 확률로 주변 적들에게 적용된 #c일부 버프를 해제#하며, 지정된 시간 동안 버프 효과가 적용될 수 없도록 제한한다.\n공격을 받은 적은 90초 동안 매직 크래쉬 상태 이상에 저항한다. 해제되는 버프는 공격력/마력 증가, 방어력 증가, 하드 스킨이다.","일정 확률로 주변 적들에게 적용된 #c모든 버프를 해제#하며, 지정된 시간 동안 버프 효과가 적용될 수 없도록 제한한다.","MP #mpCon 소비, #prop% 확률로 #c일부 버프 해제#, #time초 동안 버프 효과 제한\n재사용 대기시간 #cooltime초","MP #mpCon 소비, #prop% 확률로 #c모든 버프 해제#, #time초 동안 버프 효과 제한\n재사용 대기시간 #cooltime초","MP #mpCon 소비, #hcProp% 확률로 #c모든 버프 해제#, #hcTime초 동안 버프 효과 제한"
1221011,거대한 망치로 지면을 내리쳐 다수의 적을 동시에 공격한다. 생츄어리는 보스 몬스터에게 추가 데미지를 입히며 시전하는 동안에는 적의 어떠한 공격에도 밀려나지 않는다.,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격, 보스 몬스터 공격 시 데미지 #bdR% 증가, 재사용 대기시간 #cooltime초",,
